gisjoin,year,state,county,total_pop,urban_pop,rural_farm_pop,black_pop,white_pop,black_farm_val,white_farm_val,black_acres,white_acres,black_num_farms,white_num_farms
G3600430,1930,New York,Herkimer,64006,41604,11240,53,63931,10000,17450724,242,300396,1,2399
G3600450,1930,New York,Jefferson,83574,36665,19545,115,83373,0,32708436,0,673211,0,4699
G3600470,1930,New York,Kings,2560401,2560401,0,68921,2488448,0,250500,0,87,0,11
G3600490,1930,New York,Lewis,23447,3424,11185,20,23416,0,15853454,0,401363,0,2558
G3600510,1930,New York,Livingston,37560,8166,10861,473,37082,45120,21324060,933,331829,8,2314
G3600530,1930,New York,Madison,39790,14793,12551,178,39574,17800,19942212,393,336879,5,3171
G3600550,1930,New York,Monroe,423881,360898,20246,2958,420739,41500,52542024,264,312325,5,4160
G3600570,1930,New York,Montgomery,60076,40061,8413,208,59859,0,13193472,0,212331,0,1753
G3600590,1930,New York,Nassau,303053,139242,3709,7960,294747,40000,35697228,47,23430,2,577
G3600610,1930,New York,New York,1867312,1867312,0,224670,1631756,0,0,0,0,0,0
G3600630,1930,New York,Niagara,149329,117639,17927,1132,147656,216485,39508648,4144,278355,59,3959
G3600650,1930,New York,Oneida,198763,144865,19982,936,197724,22700,33574556,591,515109,6,4693
G3600670,1930,New York,Onondaga,291606,225803,21104,2082,288568,62500,38492892,842,372874,10,4519
G3600690,1930,New York,Ontario,54276,23594,15579,293,53968,8000,27870718,132,343731,3,3319
G3600710,1930,New York,Orange,130383,72878,16154,3108,127196,24800,36196732,448,300915,5,3110
G3600730,1930,New York,Orleans,28795,10949,10117,84,28697,22000,21986228,281,213217,2,2390
G3600750,1930,New York,Oswego,69645,35114,19406,76,69557,6775,20198114,214,388647,5,4721
G3600770,1930,New York,Otsego,46710,15445,15550,127,46567,10200,21837616,674,512663,5,3975
G3600790,1930,New York,Putnam,13744,0,2398,113,13621,30000,8091816,120,52956,1,292
G3600810,1930,New York,Queens,1079129,1079129,0,18609,1059680,130800,12195082,25,2848,1,185
G3600830,1930,New York,Rensselaer,119781,88741,10555,715,118989,2500,16256908,105,268447,2,2531
G3600850,1930,New York,Richmond,158346,158346,0,2576,155594,0,2076000,0,1181,0,66
G3600870,1930,New York,Rockland,59599,21552,1615,2291,57266,7000,9086022,14,18843,1,359
G3600890,1930,New York,St Lawrence,90960,38525,29786,58,90586,26000,44588108,854,1000435,5,6974
G3600910,1930,New York,Saratoga,63314,33907,10937,617,62673,14500,13941566,187,259137,3,2414
G3600930,1930,New York,Schenectady,125021,103129,3214,627,124302,0,6267680,0,71837,0,736
G3600950,1930,New York,Schoharie,19667,2594,9427,117,19550,5000,11816346,138,304436,1,2271
G3600970,1930,New York,Schuyler,12909,2956,5443,109,12800,1600,7239813,16,155958,2,1359
G3600990,1930,New York,Seneca,24983,10490,7449,137,24845,8800,12061426,66,172634,2,1664
G3601010,1930,New York,Steuben,82671,38590,21998,338,82313,3000,26433524,200,706699,1,5142
G3601030,1930,New York,Suffolk,161055,31779,11197,5502,155217,93500,60473872,140,99531,7,1765
G3601050,1930,New York,Sullivan,35272,6877,12180,91,35175,5800,31511054,51,286452,2,2977
G3601070,1930,New York,Tioga,25480,10404,9046,146,25329,12900,10319118,279,262117,4,2269
G3601090,1930,New York,Tompkins,41490,20708,10096,706,40723,34400,12689734,536,240096,7,2351
G3601110,1930,New York,Ulster,80155,35428,16790,1339,78793,28000,39456780,152,314613,4,3686
G3601130,1930,New York,Warren,34174,18531,4015,60,34085,0,4614130,0,130372,0,889
G3601150,1930,New York,Washington,46482,18973,12279,386,46087,16300,16182162,343,417089,4,2885
G3601170,1930,New York,Wayne,49995,14197,19526,122,49860,3000,36061528,107,325355,1,4497
G3601190,1930,New York,Westchester,520947,441541,3411,23044,497247,0,34364260,0,41033,0,428
G3601210,1930,New York,Wyoming,28764,7708,11613,76,28683,10000,19096768,139,332976,2,2837
G3601230,1930,New York,Yates,16848,5329,7382,105,16741,6500,13639430,22,185977,2,1737
G3700010,1930,North Carolina,Alamance,42140,12709,14065,8354,33785,1194238,6242273,36272,184018,681,1939
G3700030,1930,North Carolina,Alexander,12922,0,9360,1044,11878,132005,4376094,3927,130116,92,1598
G3700050,1930,North Carolina,Alleghany,7186,0,6434,343,6843,64280,5847710,1467,127521,43,1341
G3700070,1930,North Carolina,Anson,29349,3124,20624,15247,14101,2523532,4107741,95441,151759,1635,1537
G3700090,1930,North Carolina,Ashe,21019,0,19084,419,20600,95214,10973600,2830,241589,84,3576
G3700110,1930,North Carolina,Avery,11803,0,8094,277,11526,33850,3944591,434,87092,18,1392
G3700130,1930,North Carolina,Beaufort,35026,7035,19265,13535,21491,1335891,8583398,22568,166449,865,2560
G3700150,1930,North Carolina,Bertie,25844,0,19781,14616,11227,4572460,5506239,110552,132993,1914,1560
G3700170,1930,North Carolina,Bladen,22389,0,15900,9203,13052,1146565,4025787,38192,170358,1082,1604
G3700190,1930,North Carolina,Brunswick,15818,0,8935,5928,9890,385975,2035627,19072,112964,404,1115
G3700210,1930,North Carolina,Buncombe,97937,50193,21251,16655,81276,216400,20104632,3049,227712,90,3805
G3700230,1930,North Carolina,Burke,29410,6001,13073,2606,26803,219908,5987861,6139,150349,176,1960
G3700250,1930,North Carolina,Cabarrus,44331,11820,14224,7907,36418,1484668,7452658,32805,156607,609,1761
G3700270,1930,North Carolina,Caldwell,28016,6532,11938,2406,25610,108310,5814862,3421,159906,105,1957
G3700290,1930,North Carolina,Camden,5461,0,4122,2188,3273,791150,2199230,13122,40557,231,490
G3700310,1930,North Carolina,Carteret,16900,6440,4548,2534,14365,73714,2430222,2099,51519,42,798
G3700330,1930,North Carolina,Caswell,18214,0,16722,8473,9741,2293312,4993860,85461,142127,1265,1669
G3700350,1930,North Carolina,Catawba,43991,11757,19839,4938,39053,498723,9662090,12318,192495,304,2798
G3700370,1930,North Carolina,Chatham,24177,0,17113,8018,16159,1123331,5357532,59369,251008,937,2254
G3700390,1930,North Carolina,Cherokee,16151,0,10780,335,15756,8350,3284048,191,154215,13,1945
G3700410,1930,North Carolina,Chowan,11282,3563,6939,5323,5959,851237,3115090,13572,57121,411,691
G3700430,1930,North Carolina,Clay,5434,0,4626,116,5317,16200,1725140,593,59932,12,886
G3700450,1930,North Carolina,Cleveland,51914,16421,29538,12067,39846,3620761,14906972,48381,194521,1389,3792
G3700470,1930,North Carolina,Columbus,37720,0,26258,11587,25901,1428315,7668035,33485,217273,994,3303
G3700490,1930,North Carolina,Craven,30665,11981,11308,14809,15855,1327195,4370600,28129,99535,715,1387
G3700510,1930,North Carolina,Cumberland,45219,13049,18424,17049,28086,1969694,5606315,42905,132067,1188,1652
G3700530,1930,North Carolina,Currituck,6710,0,4609,2255,4455,489750,2853203,11396,58839,173,590
G3700550,1930,North Carolina,Dare,5202,0,272,404,4798,3000,121151,83,2880,1,52
G3700570,1930,North Carolina,Davidson,47865,19742,18696,5235,42629,364322,11528910,8533,258174,190,3294
G3700590,1930,North Carolina,Davie,14386,0,9491,2426,11960,546819,5110890,13469,124535,260,1481
G3700610,1930,North Carolina,Duplin,35103,0,26210,12987,22116,2250145,9156664,45160,236523,1509,3461
G3700630,1930,North Carolina,Durham,67196,52037,9747,23481,43707,1126508,4766654,29957,86610,523,1128
G3700650,1930,North Carolina,Edgecombe,47894,16401,27616,27259,20628,5541853,7456861,108768,128645,2282,1718
G3700670,1930,North Carolina,Forsyth,111681,75274,17672,37182,74496,989818,19078320,11864,192300,314,3026
G3700690,1930,North Carolina,Franklin,29456,0,22642,12941,16509,2583810,6415682,75502,154864,1617,2588
G3700710,1930,North Carolina,Gaston,78093,27709,15298,12392,65701,1931338,9827048,28201,132828,693,1862
G3700730,1930,North Carolina,Gates,10551,0,8517,5042,5509,950737,2979000,27215,81980,538,862
G3700750,1930,North Carolina,Graham,5841,0,4002,1,5639,28640,1249680,2397,45902,35,657
G3700770,1930,North Carolina,Granville,28723,4101,20294,14045,14667,2668493,6658514,91593,183680,1577,2091
G3700790,1930,North Carolina,Greene,18656,0,16988,8945,9711,3544346,6045669,42193,88263,1473,1787
G3700810,1930,North Carolina,Guilford,133010,90314,23708,28696,104297,1408282,18910428,24984,275693,554,3310
G3700830,1930,North Carolina,Halifax,53246,3404,30701,30845,22394,7006530,6024431,181827,128866,3305,1254
G3700850,1930,North Carolina,Harnett,37911,4558,24111,10389,27459,1857357,10306180,33037,171559,917,3022
G3700870,1930,North Carolina,Haywood,28273,5117,11381,695,27578,20700,10246874,344,159961,9,2116
G3700890,1930,North Carolina,Henderson,23404,5070,10979,2192,21210,116661,8490044,2020,118206,59,1924
G3700910,1930,North Carolina,Hertford,17542,0,12573,10303,7239,3192490,3572505,75393,73007,1205,912
G3700930,1930,North Carolina,Hoke,14244,0,12048,8635,5248,3256162,3332378,48707,63411,1196,689
G3700950,1930,North Carolina,Hyde,8550,0,5676,3496,5053,574958,2279078,10989,52981,336,687
G3700970,1930,North Carolina,Iredell,46693,16109,22846,9301,37392,1417050,11843322,34203,268017,762,3204
G3700990,1930,North Carolina,Jackson,17519,0,11890,584,16382,157530,4428176,6390,125639,132,1985
G3701010,1930,North Carolina,Johnston,57621,2543,42827,13129,44492,2938317,19986896,51101,321150,1252,6260
G3701030,1930,North Carolina,Jones,10428,0,8223,4680,5748,1076105,2673055,29296,83827,610,925
G3701050,1930,North Carolina,Lee,16996,4253,9352,5405,11590,702935,3370828,18458,88736,450,1171
G3701070,1930,North Carolina,Lenoir,35716,11362,19861,15438,20276,4117110,8414708,56158,125245,1559,2206
G3701090,1930,North Carolina,Lincoln,22872,3781,14731,3321,19550,698088,7500957,14322,138418,399,2208
G3701110,1930,North Carolina,McDowell,20336,0,7216,2001,18335,84270,3363484,3344,108339,63,1205
G3701130,1930,North Carolina,Macon,13672,0,9591,449,13223,41550,3818177,1334,129081,43,1804
G3701150,1930,North Carolina,Madison,20306,0,17256,267,20039,16500,7021699,239,203413,22,3245
G3701170,1930,North Carolina,Martin,23400,2731,16484,11009,12391,2289920,5471963,46057,124020,1043,1608
G3701190,1930,North Carolina,Mecklenburg,127971,82675,23597,38023,89926,4482941,16472240,61657,184374,1360,2413
G3701210,1930,North Carolina,Mitchell,13962,0,10305,56,13906,4250,3929457,185,91081,6,1881
G3701230,1930,North Carolina,Montgomery,16218,0,9802,3730,12488,386366,3315737,15247,130734,324,1150
G3701250,1930,North Carolina,Moore,28215,2524,13339,9795,18413,731304,6072329,21616,195168,434,1628
G3701270,1930,North Carolina,Nash,52782,11390,33075,23456,29288,5780580,9638054,97138,140776,2583,3237
G3701290,1930,North Carolina,New Hanover,43010,32270,1689,16779,26220,158425,1814729,1976,13283,50,232
G3701310,1930,North Carolina,Northampton,27161,0,21914,17042,10118,5642535,4955724,110452,90778,2442,1428
G3701330,1930,North Carolina,Onslow,15289,0,12199,4079,11210,813631,4556038,20976,157026,518,1876
G3701350,1930,North Carolina,Orange,21171,2699,10601,6904,14266,782220,3973297,33790,156096,491,1379
G3701370,1930,North Carolina,Pamlico,9299,0,4592,3153,6146,285988,2566993,6534,69157,203,684
G3701390,1930,North Carolina,Pasquotank,19143,10037,7048,8206,10936,1125800,4531745,16732,66271,427,743
G3701410,1930,North Carolina,Pender,15686,0,11286,7567,8118,865579,3127979,24086,114508,845,1139
G3701430,1930,North Carolina,Perquimans,10668,0,7556,5287,5381,1078805,3355542,22601,68482,438,784
G3701450,1930,North Carolina,Person,22039,3657,15732,8584,13279,1791916,4505941,62751,132331,1202,1794
G3701470,1930,North Carolina,Pitt,54466,9194,35402,26370,28096,7383278,14577936,92120,190233,2985,3781
G3701490,1930,North Carolina,Polk,10216,0,6312,1530,8686,318096,3081520,8615,80479,137,1092
G3701510,1930,North Carolina,Randolph,36259,5021,20855,3840,32418,446675,10340802,17695,360639,324,3653
G3701530,1930,North Carolina,Richmond,34016,7707,13881,13283,20699,1593843,4167986,50076,114243,821,990
G3701550,1930,North Carolina,Robeson,66512,4140,46315,22784,31323,9851656,11027496,158513,182407,4355,3311
G3701570,1930,North Carolina,Rockingham,51083,6851,21941,11337,39596,1494087,9849606,45766,257830,854,3337
G3701590,1930,North Carolina,Rowan,56665,20079,18950,11488,45167,1456650,12664772,27854,222471,615,2626
G3701610,1930,North Carolina,Rutherford,40452,7135,20689,5362,35081,1052377,9573992,25448,211645,493,3298
G3701630,1930,North Carolina,Sampson,40082,2712,32952,13670,26018,2996846,12577300,72899,302594,1788,4314
G3701650,1930,North Carolina,Scotland,20174,3312,13000,10799,8819,3700855,3190940,58730,47233,1291,605
G3701670,1930,North Carolina,Stanly,30216,3493,13817,3531,26685,245400,6967651,8359,180717,158,2246
G3701690,1930,North Carolina,Stokes,22290,0,19879,2438,19852,498312,9335526,14684,225545,295,3525
G3701710,1930,North Carolina,Surry,39749,6045,23170,2716,37033,401288,11670984,8247,255515,206,4118
G3701730,1930,North Carolina,Swain,11568,0,6936,193,10315,159950,3000176,7036,86454,129,1045
G3701750,1930,North Carolina,Transylvania,9589,0,4001,644,8944,2600,2815977,49,62809,4,726
G3701770,1930,North Carolina,Tyrrell,5164,0,3152,1707,3457,160951,1154187,4335,33538,97,443
G3701790,1930,North Carolina,Union,40979,6100,30021,10048,30930,1865417,11251224,49888,267907,1178,4264
G3701810,1930,North Carolina,Vance,27294,6345,13709,12009,15285,2102099,4072145,56559,81454,1153,1235
G3701830,1930,North Carolina,Wake,94757,37379,38039,33916,60827,4517850,15622242,98638,285106,2244,4231
G3701850,1930,North Carolina,Warren,23364,0,17961,14846,8518,2560040,3029656,90973,85939,1896,993
G3701870,1930,North Carolina,Washington,11603,0,6073,5441,6162,489325,2394987,11484,56073,296,795
G3701890,1930,North Carolina,Watauga,15165,0,12099,252,14913,17075,8025343,620,162516,12,2363
G3701910,1930,North Carolina,Wayne,53013,17670,28053,23205,29808,5268914,13151292,66248,190406,1722,3185
G3701930,1930,North Carolina,Wilkes,36162,3668,28389,2696,33465,353706,10852060,9712,356078,241,4884
G3701950,1930,North Carolina,Wilson,44914,12613,27282,19325,25577,4729450,10863430,58245,122988,1726,3008
G3701970,1930,North Carolina,Yadkin,18010,0,14391,986,17024,167675,7245869,3345,176459,114,2674
G3701990,1930,North Carolina,Yancey,14486,0,11463,163,14323,13125,4890033,328,125830,16,2023
G3800010,1930,North Dakota,Adams,6343,0,4212,0,6337,0,10953730,0,569628,0,929
G3800030,1930,North Dakota,Barnes,18804,5268,10366,0,18803,0,29218740,0,896732,0,2082
G3800050,1930,North Dakota,Benson,13327,0,9173,4,12245,285920,22462618,14319,790054,115,1656
G3800070,1930,North Dakota,Billings,3140,0,2866,1,3139,0,4146269,0,463058,0,531
G3800090,1930,North Dakota,Bottineau,14853,0,9963,2,14779,1000,26714084,80,1000390,2,2164
G3800110,1930,North Dakota,Bowman,5119,0,3328,2,5114,0,7475736,0,558035,0,815
G3800130,1930,North Dakota,Burke,9998,0,6417,0,9998,0,14120316,0,619716,0,1342
G3800150,1930,North Dakota,Burleigh,19769,11090,6384,60,19532,2400,15774756,160,856773,1,1337
G3800170,1930,North Dakota,Cass,48735,28619,13645,42,48598,4000,46101752,160,1062402,1,2594
G3800190,1930,North Dakota,Cavalier,14554,0,10252,2,14467,1500,24506280,160,878343,1,1969
G3800210,1930,North Dakota,Dickey,10877,0,6744,3,10873,0,18585948,0,644579,0,1359
G3800230,1930,North Dakota,Divide,9636,0,7245,18,9617,0,15088794,0,722151,0,1468
G3800250,1930,North Dakota,Dunn,9566,0,7793,0,9222,183468,15132714,14948,921058,49,1358
G3800270,1930,North Dakota,Eddy,6346,0,3578,9,6281,9600,8874404,472,363232,5,697
G3800290,1930,North Dakota,Emmons,12467,0,9144,0,12463,0,20190764,0,894131,0,1538
G3800310,1930,North Dakota,Foster,6353,0,3652,0,6345,0,9230980,0,368619,0,717
G3800330,1930,North Dakota,Golden Valley,4122,0,2502,0,4122,0,6474295,0,441755,0,571
G3800350,1930,North Dakota,Grand Forks,31956,17112,10785,19,31707,0,30973810,0,813298,0,2061
G3800370,1930,North Dakota,Grant,10134,0,8125,1,10130,6000,15438866,320,943095,1,1510
G3800390,1930,North Dakota,Griggs,6889,0,4808,11,6878,0,12346242,0,436240,0,941
G3800410,1930,North Dakota,Hettinger,8796,0,6161,0,8796,0,15019966,0,686417,0,1087
G3800430,1930,North Dakota,Kidder,8031,0,6001,0,8030,0,12144274,0,743874,0,1165
G3800450,1930,North Dakota,LaMoure,11517,0,7717,0,11516,0,19378224,0,673690,0,1521
G3800470,1930,North Dakota,Logan,8089,0,6179,0,8088,0,13551306,0,607105,0,1075
G3800490,1930,North Dakota,McHenry,15439,0,10435,10,15425,6000,21284776,240,1029490,1,2142
G3800510,1930,North Dakota,McIntosh,9621,0,6365,0,9621,0,15675572,0,580756,0,1101
G3800530,1930,North Dakota,McKenzie,9709,0,7769,5,9681,20500,12633274,950,1210007,3,1735
G3800550,1930,North Dakota,McLean,17991,0,12252,0,17194,347802,25921520,17913,1206976,96,2293
G3800570,1930,North Dakota,Mercer,9516,0,6242,0,9368,49893,13803104,3289,604833,19,1011
G3800590,1930,North Dakota,Morton,19647,5037,10135,10,19622,0,21824676,0,1124430,0,1851
G3800610,1930,North Dakota,Mountrail,13544,0,9862,5,13470,22200,17883336,2333,982189,7,2091
G3800630,1930,North Dakota,Nelson,10203,0,6709,8,10182,16800,19124044,420,587939,1,1298
G3800650,1930,North Dakota,Oliver,4262,0,3747,0,4262,0,8598258,0,411598,0,710
G3800670,1930,North Dakota,Pembina,14757,0,9157,11,14418,4800,22833236,320,649691,1,1818
G3800690,1930,North Dakota,Pierce,9074,0,6514,6,9066,4000,14144220,240,583050,1,1153
G3800710,1930,North Dakota,Ramsey,16252,5451,7814,26,15994,10000,23911936,230,741942,1,1469
G3800730,1930,North Dakota,Ransom,10983,0,6666,6,10974,0,15089864,0,493168,0,1378
G3800750,1930,North Dakota,Renville,7263,0,5166,1,7262,0,12811668,0,549383,0,1153
G3800770,1930,North Dakota,Richland,21008,3176,12536,1,20980,0,36762824,0,839539,0,2455
G3800790,1930,North Dakota,Rolette,10760,0,6994,0,7347,490974,10172894,42169,464708,287,1025
G3800810,1930,North Dakota,Sargent,9298,0,6472,6,9263,5600,17410496,280,494510,1,1354
G3800830,1930,North Dakota,Sheridan,7373,0,5745,0,7371,0,11317144,0,551322,0,1083
G3800850,1930,North Dakota,Sioux,4687,0,3564,1,3290,622626,4381994,48075,362035,196,492
G3800870,1930,North Dakota,Slope,4150,0,3245,0,4150,0,7436875,0,636092,0,737
G3800890,1930,North Dakota,Stark,15340,5025,7835,2,15338,0,16295990,0,773596,0,1337
G3800910,1930,North Dakota,Steele,6972,0,5224,0,6972,0,15543948,0,438299,0,993
G3800930,1930,North Dakota,Stutsman,26100,8187,12675,9,26077,0,30515156,0,1277185,0,2476
G3800950,1930,North Dakota,Towner,8393,0,5482,2,8370,0,17773144,0,623082,0,1080
G3800970,1930,North Dakota,Traill,12600,0,7402,0,12585,0,23414408,0,522552,0,1435
G3800990,1930,North Dakota,Walsh,20047,3136,12437,1,19941,0,27136624,0,789704,0,2483
G3801010,1930,North Dakota,Ward,33597,16099,12317,76,33368,0,27097002,0,1156516,0,2662
G3801030,1930,North Dakota,Wells,13285,0,8346,2,13283,0,24934168,0,761526,0,1596
G3801050,1930,North Dakota,Williams,19553,5106,10724,15,19289,27120,19466240,2690,1107633,12,2276
G3900010,1930,Ohio,Adams,20381,0,12999,74,20307,18700,9855194,552,296117,6,2823
G3900030,1930,Ohio,Allen,69419,45342,11959,1686,67712,27900,19788872,257,230167,5,2679
G3900050,1930,Ohio,Ashland,26867,11141,9196,61,26802,5000,13328032,105,232425,1,2142
G3900070,1930,Ohio,Ashtabula,68361,36783,18033,357,67995,26100,28300096,155,337148,7,4326
G3900090,1930,Ohio,Athens,44175,15477,8689,1088,43083,58900,8238750,1863,226011,26,1983
G3900110,1930,Ohio,Auglaize,28034,10811,11165,47,27985,4480,19577458,56,240789,1,2490
G3900130,1930,Ohio,Belmont,94719,41206,16350,2699,92017,75700,15103558,1360,270982,27,3093
G3900150,1930,Ohio,Brown,20148,0,12857,817,19330,165530,13793850,3296,280892,69,3233
G3900170,1930,Ohio,Butler,114084,84756,11760,5614,108454,195600,30290824,1584,259322,10,2459
G3900190,1930,Ohio,Carroll,16057,1358,7403,282,15774,14680,7315214,295,205765,4,1794
G3900210,1930,Ohio,Champaign,24103,7742,9725,1157,22942,296860,18160082,4714,245434,40,2094
G3900230,1930,Ohio,Clark,90936,68743,11054,8743,82158,198670,20822208,2486,228605,35,2231
G3900250,1930,Ohio,Clermont,29786,0,13435,830,28938,184580,16749534,2604,242583,46,2976
G3900270,1930,Ohio,Clinton,21547,5332,8908,633,20911,81080,17803342,1418,248002,18,2085
G3900290,1930,Ohio,Columbiana,86484,50527,14846,1533,84930,36610,18541756,697,260837,10,3298
G3900310,1930,Ohio,Coshocton,28976,10908,10664,225,28746,10000,13725332,151,316491,1,2735
G3900330,1930,Ohio,Crawford,35345,22126,9663,267,34990,5000,17667590,5,232294,1,2120
G3900350,1930,Ohio,Cuyahoga,1201455,1165880,6161,74827,1125035,102000,33739120,65,55090,2,1227
G3900370,1930,Ohio,Darke,38009,8341,20475,240,37769,138860,32129428,2347,359241,34,4791
G3900390,1930,Ohio,Defiance,22714,8818,9156,26,22672,5400,17940392,54,234334,1,2060
G3900410,1930,Ohio,Delaware,26016,8675,11317,636,25369,82650,19923580,1124,265367,12,2781
G3900430,1930,Ohio,Erie,42133,24622,7098,1150,40980,39800,15728948,432,134076,4,1705
G3900450,1930,Ohio,Fairfield,44010,18716,14696,462,43544,5700,25458236,66,289336,4,2981
G3900470,1930,Ohio,Fayette,20755,8426,9054,958,19797,63150,19590908,1053,246647,7,1562
G3900490,1930,Ohio,Franklin,361055,310256,14451,35781,325062,285340,39982312,1090,247835,27,2941
G3900510,1930,Ohio,Fulton,23477,2889,12890,25,23443,22300,23927560,101,240950,5,2800
G3900530,1930,Ohio,Gallia,23050,7106,12087,1332,21717,103220,8107321,4427,248370,84,2685
G3900550,1930,Ohio,Geauga,15414,0,8932,90,15322,10000,23801396,93,172156,2,1882
G3900570,1930,Ohio,Greene,33259,10507,10166,4043,29207,357235,19975352,3495,235378,58,2127
G3900590,1930,Ohio,Guernsey,41486,18767,10710,571,40913,20000,10268592,466,275702,6,2640
