gisjoin,year,state,county,total_pop,urban_pop,rural_farm_pop,black_pop,white_pop,black_farm_val,white_farm_val,black_acres,white_acres,black_num_farms,white_num_farms
G2901550,1930,Missouri,Pemiscot,37284,4781,26586,10040,27229,3357153,13953232,43026,168666,1891,3655
G2901570,1930,Missouri,Perry,13707,2964,8515,99,13608,10945,10327516,356,249298,7,1795
G2901590,1930,Missouri,Pettis,34664,20806,11546,2558,32055,218365,27076132,3126,397471,61,2752
G2901610,1930,Missouri,Phelps,15308,3670,8197,127,15181,1500,7668490,80,283333,1,1803
G2901630,1930,Missouri,Pike,18001,3549,8740,2146,15855,387169,16193802,11217,357832,151,2206
G2901650,1930,Missouri,Platte,13819,0,8218,353,13462,48150,23681778,725,231540,6,1797
G2901670,1930,Missouri,Polk,17803,0,12872,20,17782,10000,15705206,80,364110,1,3258
G2901690,1930,Missouri,Pulaski,10755,0,6650,6,10741,3900,6651452,153,220705,3,1451
G2901710,1930,Missouri,Putnam,11503,0,8250,1,11502,0,13528024,0,311394,0,2076
G2901730,1930,Missouri,Ralls,10704,0,6605,473,10231,116390,12408294,2644,259669,29,1622
G2901750,1930,Missouri,Randolph,26431,13772,8343,1854,24577,145930,13253336,3297,262778,54,2128
G2901770,1930,Missouri,Ray,19846,4129,10516,749,19046,60200,22770708,1068,323225,11,2696
G2901790,1930,Missouri,Reynolds,8923,0,6502,1,8922,0,3007150,0,166971,0,1306
G2901810,1930,Missouri,Ripley,11176,0,7953,0,11176,0,3782933,0,174155,0,1578
G2901830,1930,Missouri,St Charles,24354,10491,9254,1063,23290,117040,20724364,2244,282171,44,1977
G2901850,1930,Missouri,St Clair,13289,0,9664,134,13154,7300,13367360,328,354304,6,2401
G2901860,1930,Missouri,Ste Genevieve,10097,2662,5561,342,9754,26400,6087511,785,221628,9,1195
G2901870,1930,Missouri,St Francois,35832,7022,6286,236,35595,0,7354389,0,164323,0,1393
G2901890,1930,Missouri,St Louis,211593,89502,15626,9645,201791,337900,50808580,766,171963,21,3037
G2901950,1930,Missouri,Saline,30598,11581,12384,2700,27896,675990,38998036,8836,420959,96,2668
G2901970,1930,Missouri,Schuyler,6951,0,4456,0,6951,0,8838928,0,174270,0,1146
G2901990,1930,Missouri,Scotland,8853,0,6056,17,8836,0,13035222,0,257069,0,1614
G2902010,1930,Missouri,Scott,24913,8578,9681,1531,23372,348990,11469210,6738,211198,150,1556
G2902030,1930,Missouri,Shannon,10894,0,7217,0,10893,10000,3579020,80,198474,1,1415
G2902050,1930,Missouri,Shelby,11983,0,7050,452,11531,55635,14540510,1665,289019,21,1925
G2902070,1930,Missouri,Stoddard,27452,2714,18686,1692,25760,860133,14673490,14819,341359,268,3275
G2902090,1930,Missouri,Stone,11614,0,9155,0,11613,0,6905930,0,228619,0,1930
G2902110,1930,Missouri,Sullivan,15212,0,10536,26,15186,0,17365380,0,388867,0,2641
G2902130,1930,Missouri,Taney,8867,0,5930,1,8866,0,3896220,0,192722,0,1232
G2902150,1930,Missouri,Texas,18580,0,14690,0,18579,2500,9609452,240,462750,1,3345
G2902170,1930,Missouri,Vernon,25031,7448,12587,76,24942,0,19442740,0,456346,0,3206
G2902190,1930,Missouri,Warren,8082,0,5016,327,7748,26940,8345874,1428,216774,15,1180
G2902210,1930,Missouri,Washington,14450,0,7267,234,14216,7850,5047095,425,200026,7,1480
G2902230,1930,Missouri,Wayne,12243,0,8359,9,12226,0,4366874,0,211838,0,1647
G2902250,1930,Missouri,Webster,16148,0,12335,21,16127,0,12003846,0,321658,0,2732
G2902270,1930,Missouri,Worth,6535,0,4616,0,6535,0,10659482,0,159213,0,1209
G2902290,1930,Missouri,Wright,16741,0,12175,210,16531,77350,8827040,3874,353155,37,2751
G2905100,1930,Missouri,St Louis City,821960,821960,0,93580,726879,0,633750,0,608,0,43
G3000010,1930,Montana,Beaverhead,6654,0,2899,11,6571,0,13196672,0,1109177,0,581
G3000030,1930,Montana,Big Horn,8543,0,5451,6,6119,833540,10932226,49321,1814045,240,846
G3000050,1930,Montana,Blaine,9006,0,5543,6,7630,356392,11859798,35696,1193389,115,1173
G3000070,1930,Montana,Broadwater,2738,0,1478,2,2729,0,4532453,0,364763,0,328
G3000090,1930,Montana,Carbon,12571,3026,5861,0,12329,0,12482010,0,463506,0,1170
G3000110,1930,Montana,Carter,4136,0,3481,0,4136,0,5884686,0,1099247,0,848
G3000130,1930,Montana,Cascade,41146,28822,6182,214,40555,2100,21686428,120,1261031,1,1403
G3000150,1930,Montana,Chouteau,8635,0,5845,4,8493,20725,21474236,2080,1839015,5,1582
G3000170,1930,Montana,Custer,11242,7175,2900,45,11101,19000,6904313,600,1365965,3,712
G3000190,1930,Montana,Daniels,5553,0,3777,2,5530,6600,10266084,320,644502,1,905
G3000210,1930,Montana,Dawson,9881,4629,4502,1,9843,0,10888528,0,1061212,0,1018
G3000230,1930,Montana,Deer Lodge,16293,12494,755,113,16111,0,2467887,0,123649,0,142
G3000250,1930,Montana,Fallon,4568,0,2895,5,4552,0,7118762,0,741398,0,650
G3000270,1930,Montana,Fergus,16531,5358,8190,22,16393,25124,27061088,1614,1671283,5,2068
G3000290,1930,Montana,Flathead,19200,8897,5882,40,18972,1500,10608542,55,262203,1,1348
G3000310,1930,Montana,Gallatin,16124,6855,5937,21,16046,0,22685140,0,722657,0,1336
G3000330,1930,Montana,Garfield,4252,0,3777,0,4247,0,6945251,0,1179346,0,1077
G3000350,1930,Montana,Glacier,5297,0,2311,1,2466,1071097,4484265,138040,993063,217,238
G3000370,1930,Montana,Golden Valley,2126,0,1569,0,2123,0,2821385,0,511689,0,387
G3000390,1930,Montana,Granite,3013,0,1017,1,2986,0,3514529,0,251238,0,247
G3000410,1930,Montana,Hill,13775,6372,5533,43,13026,103330,12066968,9942,1279644,49,1374
G3000430,1930,Montana,Jefferson,4133,0,1520,13,4069,5540,3685760,286,226239,3,382
G3000450,1930,Montana,Judith Basin,5238,0,3329,3,5202,38210,14923068,2957,789761,4,772
G3000470,1930,Montana,Lake,9541,0,5144,7,7727,508030,7262942,22120,382423,103,1094
G3000490,1930,Montana,Lewis And Clark,18224,11803,2628,139,17686,43080,10003028,4212,943033,5,607
G3000510,1930,Montana,Liberty,2198,0,1562,0,2198,0,4868757,0,622896,0,402
G3000530,1930,Montana,Lincoln,7089,0,1865,0,6982,1200,1982490,80,91307,1,502
G3000550,1930,Montana,McCone,4790,0,4050,2,4788,0,9008976,0,858707,0,1041
G3000570,1930,Montana,Madison,6323,0,3474,7,6310,6000,10980298,240,668858,2,746
G3000590,1930,Montana,Meagher,2272,0,1261,3,2258,0,6811239,0,793430,0,276
G3000610,1930,Montana,Mineral,1626,0,378,0,1597,0,514255,0,22146,0,96
G3000630,1930,Montana,Missoula,21782,14657,3218,121,21365,55400,6634722,1740,226724,11,677
G3000650,1930,Montana,Musselshell,7242,2577,2147,1,7240,0,3563751,0,665970,0,525
G3000670,1930,Montana,Park,10922,6391,2985,5,10805,0,10210300,0,701372,0,656
G3000690,1930,Montana,Petroleum,2045,0,1477,3,2040,10590,3040640,1513,373636,1,362
G3000710,1930,Montana,Phillips,8208,0,5632,4,7739,202030,10797482,26573,1488546,33,1443
G3000730,1930,Montana,Pondera,6964,0,3994,5,6492,191435,13660200,18452,669958,51,868
G3000750,1930,Montana,Powder River,3909,0,3584,0,3905,0,8228987,0,1210833,0,896
G3000770,1930,Montana,Powell,6202,3510,1718,28,6019,0,7556409,0,736698,0,343
G3000790,1930,Montana,Prairie,3941,0,2527,1,3889,0,5953249,0,722167,0,559
G3000810,1930,Montana,Ravalli,10315,0,5643,7,10081,0,11778434,0,292172,0,1286
G3000830,1930,Montana,Richland,9633,0,6249,3,9456,1500,11955970,90,905672,1,1340
G3000850,1930,Montana,Roosevelt,10672,0,5618,1,8646,474675,11412030,34660,758120,133,1143
G3000870,1930,Montana,Rosebud,7347,0,4359,7,6370,239775,8532176,18649,1517352,90,850
G3000890,1930,Montana,Sanders,5692,0,2580,7,5216,145620,4247941,8020,316585,31,632
G3000910,1930,Montana,Sheridan,9869,0,6710,2,9588,122600,13631522,9823,884773,22,1470
G3000930,1930,Montana,Silver Bow,56969,39532,865,174,56329,24000,1512765,245,81658,8,204
G3000950,1930,Montana,Stillwater,6253,0,4131,0,6205,30000,10655350,320,862573,2,960
G3000970,1930,Montana,Sweet Grass,3944,0,2465,7,3927,6000,7382136,880,715493,1,531
G3000990,1930,Montana,Teton,6068,0,4057,2,5976,4960,15054680,2069,973568,4,1019
G3001010,1930,Montana,Toole,6714,0,2293,12,6658,23800,6609417,1660,756580,5,592
G3001030,1930,Montana,Treasure,1661,0,1266,0,1511,0,2622499,0,304840,0,266
G3001050,1930,Montana,Valley,11181,0,6938,3,10775,96830,18097826,5933,1529557,32,1801
G3001070,1930,Montana,Wheatland,3751,0,1376,3,3713,0,6224375,0,819426,0,324
G3001090,1930,Montana,Wibaux,2767,0,2085,0,2767,0,5190280,0,376952,0,469
G3001110,1930,Montana,Yellowstone,30785,18938,9049,149,29788,35100,18429026,450,1018345,4,1744
G3001130,1930,Montana,Yellowstone National Park,52,0,0,0,52,NA,NA,NA,NA,NA,NA
G3100010,1930,Nebraska,Adams,26275,15490,7107,102,26087,0,28712536,0,347541,0,1715
G3100030,1930,Nebraska,Antelope,15206,0,10035,1,15199,12000,35031872,160,534543,1,2153
G3100050,1930,Nebraska,Arthur,1344,0,1183,0,1344,0,3751730,0,428696,0,238
G3100070,1930,Nebraska,Banner,1676,0,1541,0,1672,0,6333520,0,370737,0,342
G3100090,1930,Nebraska,Blaine,1584,0,1265,1,1581,0,3010309,0,356601,0,278
G3100110,1930,Nebraska,Boone,14738,0,9548,1,14737,0,38335288,0,430401,0,1985
G3100130,1930,Nebraska,Box Butte,11861,6669,3939,228,11446,139500,19952924,3241,671969,7,907
G3100150,1930,Nebraska,Boyd,7169,0,4775,1,7168,2500,14765524,50,318910,1,1047
G3100170,1930,Nebraska,Brown,5772,0,3248,1,5771,0,7700525,0,600468,0,706
G3100190,1930,Nebraska,Buffalo,24338,8575,10424,35,24190,0,38857232,0,581498,0,2429
G3100210,1930,Nebraska,Burt,13062,0,7516,1,13033,13550,40196644,122,287062,3,1566
G3100230,1930,Nebraska,Butler,14410,0,8834,14,14396,0,51729740,0,362110,0,1883
G3100250,1930,Nebraska,Cass,17684,3793,8424,12,17664,1000,44632164,4,339197,1,2059
G3100270,1930,Nebraska,Cedar,16427,0,10905,0,16427,0,45032728,0,448413,0,2193
G3100290,1930,Nebraska,Chase,5484,0,3437,0,5483,0,13468734,0,502795,0,766
G3100310,1930,Nebraska,Cherry,10898,0,7225,33,10784,17670,29568848,2022,3417423,5,1475
G3100330,1930,Nebraska,Cheyenne,10187,3306,5068,15,10080,0,22612816,0,646466,0,1116
G3100350,1930,Nebraska,Clay,13571,0,7261,1,13570,0,31634172,0,359499,0,1782
G3100370,1930,Nebraska,Colfax,11434,2588,6100,8,11421,0,41254100,0,248947,0,1393
G3100390,1930,Nebraska,Cuming,14327,0,9562,0,14323,0,60635568,0,361160,0,1943
G3100410,1930,Nebraska,Custer,26189,2715,17424,17,26172,10000,54121884,25,1532914,2,3733
G3100430,1930,Nebraska,Dakota,9505,3927,4051,77,9401,15000,16825092,120,145960,2,842
G3100450,1930,Nebraska,Dawes,11493,4606,3915,46,11291,1200,15351272,80,830144,1,869
G3100470,1930,Nebraska,Dawson,17875,2962,9107,13,17746,115750,40226800,1275,592351,3,2083
G3100490,1930,Nebraska,Deuel,3992,0,2280,0,3902,0,10799280,0,262035,0,500
G3100510,1930,Nebraska,Dixon,11586,0,7255,1,11585,0,27844108,0,290542,0,1530
G3100530,1930,Nebraska,Dodge,25273,11407,8455,58,25199,0,54689228,0,325520,0,1878
G3100550,1930,Nebraska,Douglas,232982,214006,7401,11166,220558,15000,36647260,57,174638,3,1880
G3100570,1930,Nebraska,Dundy,5610,0,3637,0,5610,0,11836878,0,532857,0,709
G3100590,1930,Nebraska,Fillmore,12971,0,7716,23,12943,0,35534824,0,357256,0,1872
G3100610,1930,Nebraska,Franklin,9094,0,5618,0,9094,4500,19815624,320,345770,1,1397
G3100630,1930,Nebraska,Frontier,8114,0,5779,5,8109,0,19777902,0,610569,0,1367
G3100650,1930,Nebraska,Furnas,12140,0,6395,1,12138,2000,22667606,80,443968,1,1548
G3100670,1930,Nebraska,Gage,30242,12977,12426,91,30106,0,60534384,0,534499,0,2898
G3100690,1930,Nebraska,Garden,5099,0,3513,1,4948,6400,13992198,80,949135,1,709
G3100710,1930,Nebraska,Garfield,3207,0,1985,0,3207,0,5356699,0,301592,0,445
G3100730,1930,Nebraska,Gosper,4287,0,3591,0,4287,0,13914086,0,278385,0,846
G3100750,1930,Nebraska,Grant,1427,0,704,5,1421,7800,6506976,1300,693014,1,120
G3100770,1930,Nebraska,Greeley,8442,0,5722,4,8438,8000,19006880,160,351722,1,1172
G3100790,1930,Nebraska,Hall,27117,18041,6792,132,26817,8000,31009516,80,324471,1,1627
G3100810,1930,Nebraska,Hamilton,12159,2715,7597,3,12155,0,35912068,0,338038,0,1766
G3100830,1930,Nebraska,Harlan,8957,0,5350,9,8944,12000,18890036,160,346248,1,1256
G3100850,1930,Nebraska,Hayes,3603,0,3110,0,3603,0,11571388,0,437336,0,646
G3100870,1930,Nebraska,Hitchcock,7269,0,4198,3,7257,0,16534132,0,438366,0,942
G3100890,1930,Nebraska,Holt,16509,0,10938,6,16501,0,32037036,0,1349702,0,2410
G3100910,1930,Nebraska,Hooker,1180,0,621,0,1180,0,1674876,0,282091,0,144
G3100930,1930,Nebraska,Howard,10020,0,6767,1,10019,0,24732352,0,339513,0,1553
G3100950,1930,Nebraska,Jefferson,16409,6192,7638,10,16338,0,32562592,0,351820,0,1716
G3100970,1930,Nebraska,Johnson,9157,0,5563,0,9157,0,24275692,0,232729,0,1303
G3100990,1930,Nebraska,Kearney,8094,0,5099,0,8062,0,23716296,0,307345,0,1249
G3101010,1930,Nebraska,Keith,6721,0,3629,4,6607,0,18075988,0,634229,0,779
G3101030,1930,Nebraska,Keya Paha,3203,0,2694,1,3202,0,6969403,0,458803,0,576
G3101050,1930,Nebraska,Kimball,4675,0,2356,1,4573,0,12396874,0,478372,0,600
G3101070,1930,Nebraska,Knox,19110,0,12599,5,18406,170830,40312796,4504,674657,45,2587
G3101090,1930,Nebraska,Lancaster,100324,79592,13200,1138,98788,15000,62950848,84,501649,2,3168
G3101110,1930,Nebraska,Lincoln,25627,12061,9855,35,24835,201100,33226334,2480,1388830,18,2171
G3101130,1930,Nebraska,Logan,2014,0,1368,10,2004,4200,5554895,120,317929,1,287
G3101150,1930,Nebraska,Loup,1818,0,1534,0,1818,0,3972390,0,247592,0,317
G3101170,1930,Nebraska,McPherson,1358,0,1201,0,1356,0,2939061,0,445534,0,275
G3101190,1930,Nebraska,Madison,26037,10717,9003,41,25981,0,44944332,0,358863,0,1986
G3101210,1930,Nebraska,Merrick,10619,0,5972,28,10566,0,27384210,0,288877,0,1390
G3101230,1930,Nebraska,Morrill,9950,0,5749,2,9377,16000,13351122,191,756666,2,1079
G3101250,1930,Nebraska,Nance,8718,0,5663,0,8709,0,24477440,0,271545,0,1197
G3101270,1930,Nebraska,Nemaha,12356,3068,6613,11,12345,0,30668948,0,244613,0,1511
G3101290,1930,Nebraska,Nuckolls,12629,3044,6616,9,12581,0,27874396,0,347004,0,1587
G3101310,1930,Nebraska,Otoe,19901,7230,9575,61,19827,19000,49606960,124,377282,3,2277
G3101330,1930,Nebraska,Pawnee,9423,0,6010,0,9423,0,23519344,0,257224,0,1409
G3101350,1930,Nebraska,Perkins,5834,0,3868,0,5827,0,21700530,0,544800,0,1034
G3101370,1930,Nebraska,Phelps,9261,3263,4728,4,9236,0,23943056,0,326235,0,1196
G3101390,1930,Nebraska,Pierce,11080,0,7386,0,11080,0,31250752,0,342687,0,1602
G3101410,1930,Nebraska,Platte,21181,6898,11206,6,21175,0,55401540,0,415106,0,2174
G3101430,1930,Nebraska,Polk,10092,0,6593,0,10092,0,33236144,0,270709,0,1507
G3101450,1930,Nebraska,Red Willow,13859,6688,5263,30,13765,0,19427444,0,429839,0,1189
G3101470,1930,Nebraska,Richardson,19826,5787,9478,54,19646,31200,40011644,266,325864,3,1961
G3101490,1930,Nebraska,Rock,3366,0,2394,0,3365,0,6933001,0,533417,0,531
G3101510,1930,Nebraska,Saline,16356,2865,8295,0,16353,0,44604216,0,364832,0,2087
G3101530,1930,Nebraska,Sarpy,10402,0,4700,19,10359,16100,21994212,112,138628,3,1059
G3101550,1930,Nebraska,Saunders,20167,2689,11672,6,20128,0,70564120,0,462326,0,2699
G3101570,1930,Nebraska,Scotts Bluff,28644,10996,11739,99,26015,514650,22981530,4914,373769,33,1760
G3101590,1930,Nebraska,Seward,15938,2737,9589,13,15925,0,45341740,0,356983,0,2132
G3101610,1930,Nebraska,Sheridan,10793,0,6136,7,10697,5510,25809950,551,1504734,1,1302
G3101630,1930,Nebraska,Sherman,9122,0,6482,1,9121,0,19692350,0,356915,0,1466
G3101650,1930,Nebraska,Sioux,4667,0,4000,0,4479,0,10766420,0,1024915,0,785
G3101670,1930,Nebraska,Stanton,7809,0,5779,3,7806,0,34459628,0,264033,0,1225
G3101690,1930,Nebraska,Thayer,13684,0,7537,0,13674,0,30648356,0,353192,0,1713
G3101710,1930,Nebraska,Thomas,1510,0,794,2,1506,0,1644304,0,260409,0,174
G3101730,1930,Nebraska,Thurston,10462,0,6457,4,8563,607750,22269398,7436,213126,123,1111
G3101750,1930,Nebraska,Valley,9533,0,5923,0,9533,0,21250784,0,348312,0,1300
G3101770,1930,Nebraska,Washington,12095,2791,7355,3,12092,0,37913744,0,236479,0,1612
G3101790,1930,Nebraska,Wayne,10566,0,6783,5,10561,0,39171976,0,284120,0,1482
G3101810,1930,Nebraska,Webster,10210,0,6320,0,10207,0,20904816,0,354764,0,1535
G3101830,1930,Nebraska,Wheeler,2335,0,1892,0,2335,0,4071903,0,266545,0,371
G3101850,1930,Nebraska,York,17239,5712,8931,24,17200,0,43409016,0,361073,0,1999
G3200010,1930,Nevada,Churchill,5075,0,2685,1,4521,119550,6981092,2122,86499,44,570
G3200030,1930,Nevada,Clark,8532,5165,1134,150,7364,206895,2234825,1520,39121,34,260
G3200050,1930,Nevada,Douglas,1840,0,773,2,1579,0,6028860,0,146338,0,135
G3200070,1930,Nevada,Elko,9960,3217,2805,75,8499,112098,13945734,5710,1999006,73,445
G3200090,1930,Nevada,Esmeralda,1077,0,93,5,1021,16000,364850,620,12853,1,23
G3200110,1930,Nevada,Eureka,1333,0,288,0,1097,7000,1891430,397,260042,4,72
G3200130,1930,Nevada,Humboldt,3795,0,908,36,3185,63400,3778401,4853,386974,30,165
G3200150,1930,Nevada,Lander,1714,0,401,10,1352,1000,1130909,38,118617,1,43
G3200170,1930,Nevada,Lincoln,3601,0,550,3,3310,0,1045310,0,31276,0,155
G3200190,1930,Nevada,Lyon,3810,0,1713,7,3347,58000,7363050,1040,186692,3,336
G3200210,1930,Nevada,Mineral,1863,0,425,4,1332,135094,414175,2394,23172,61,27
G3200230,1930,Nevada,Nye,3989,0,587,19,3436,25400,1496230,1198,81864,11,131
G3200250,1930,Nevada,Ormsby,2221,0,131,13,1896,0,435100,0,14259,0,33
G3200270,1930,Nevada,Pershing,2652,0,515,6,2345,12500,3982696,240,111021,2,117
G3200290,1930,Nevada,Storey,667,0,41,0,638,0,134500,0,1504,0,9
G3200310,1930,Nevada,Washoe,27158,23037,2230,143,25551,99100,9040616,829,434048,42,432
G3200330,1930,Nevada,White Pine,11771,3045,1017,42,10952,14500,2972687,162,126497,5,178
G3300010,1930,New Hampshire,Belknap,22623,12471,2976,37,22576,0,3973728,0,105276,0,766
G3300030,1930,New Hampshire,Carroll,14277,0,3645,15,14260,1200,5259631,60,144535,1,980
G3300050,1930,New Hampshire,Cheshire,33685,13794,4486,39,33635,0,7170351,0,160510,0,1102
G3300070,1930,New Hampshire,Coos,38959,20018,5611,4,38952,0,6556077,0,215411,0,1214
G3300090,1930,New Hampshire,Grafton,42816,11631,7863,60,42750,800,10499498,150,347323,1,2076
G3300110,1930,New Hampshire,Hillsborough,140165,112365,7862,108,140013,11000,11763382,343,237906,2,2028
G3300130,1930,New Hampshire,Merrimack,56152,31804,7427,104,56034,3000,9531606,21,270478,1,1996
G3300150,1930,New Hampshire,Rockingham,53750,24498,8888,378,53355,4000,12485288,68,202364,1,2457
G3300170,1930,New Hampshire,Strafford,38580,29462,2421,9,38537,1500,5002955,20,100601,1,950
G3300190,1930,New Hampshire,Sullivan,24286,17036,3732,36,24238,2000,5089313,240,174755,1,1329
G3400010,1930,New Jersey,Atlantic,124823,101303,5400,19703,105001,330300,11882894,985,43803,45,1527
G3400030,1930,New Jersey,Bergen,364977,323120,2036,8872,355870,18000,21641536,5,18853,1,810
G3400050,1930,New Jersey,Burlington,93541,23081,10876,6762,86749,153900,21719048,1021,181719,26,1922
G3400070,1930,New Jersey,Camden,252312,200730,4561,16813,235398,101800,8292424,252,33252,10,872
G3400090,1930,New Jersey,Cape May,29486,13492,1545,2782,26663,47200,2601985,519,29378,7,376
G3400110,1930,New Jersey,Cumberland,69895,37960,11372,4748,65122,442400,19705982,7167,120659,102,2485
G3400130,1930,New Jersey,Essex,833513,811988,803,60236,772184,60000,8602870,69,7654,3,244
G3400150,1930,New Jersey,Gloucester,70802,28965,11984,6077,64692,284800,18363692,2559,118810,54,2293
G3400170,1930,New Jersey,Hudson,690730,690730,0,15970,674232,6000,2268650,11,444,2,74
G3400190,1930,New Jersey,Hunterdon,34728,7247,11581,407,34313,11000,18682020,118,200526,4,2461
G3400210,1930,New Jersey,Mercer,187143,133360,6332,11949,175089,137200,15686556,926,92125,11,1120
G3400230,1930,New Jersey,Middlesex,212208,175701,6104,5895,206152,23500,17567746,57,71240,4,1092
G3400250,1930,New Jersey,Monmouth,147209,74258,10971,13897,133188,121800,31666892,515,153924,25,2203
G3400270,1930,New Jersey,Morris,110445,53651,5929,3269,107077,36700,21350396,261,98320,3,1125
G3400290,1930,New Jersey,Ocean,33069,0,3239,1258,31781,16700,5334585,267,30021,5,625
G3400310,1930,New Jersey,Passaic,302129,287403,1428,5518,296401,0,8747646,0,12157,0,412
G3400330,1930,New Jersey,Salem,36834,13942,7294,4763,32059,268100,10577672,4794,123212,74,1352
G3400350,1930,New Jersey,Somerset,65132,38915,7112,1628,63449,193000,20155876,410,98727,6,1252
G3400370,1930,New Jersey,Sussex,27830,9577,6097,119,27629,0,11728650,0,165039,0,1155
G3400390,1930,New Jersey,Union,305209,287118,679,17859,287156,16000,10713416,21,6509,1,284
G3400410,1930,New Jersey,Warren,49319,26703,5665,303,49004,10000,9276178,136,131562,1,1310
G3500010,1930,New Mexico,Bernalillo,45430,26570,5668,554,42466,211120,4944474,3116,81760,172,1076
G3500030,1930,New Mexico,Catron,3282,0,1920,0,2284,0,2695734,0,648805,0,438
G3500050,1930,New Mexico,Chaves,19549,11173,5063,362,16319,3500,11928106,800,2313315,2,881
G3500070,1930,New Mexico,Colfax,19157,6090,4491,170,17096,0,14376712,0,1926848,0,798
G3500090,1930,New Mexico,Curry,15809,8027,5622,85,15057,0,14095412,0,671255,0,1263
G3500110,1930,New Mexico,De Baca,2893,0,1436,0,1991,0,3538175,0,1524101,0,352
G3500130,1930,New Mexico,Dona Ana,27455,5811,12966,649,11804,531801,19785284,16655,409900,74,2055
G3500150,1930,New Mexico,Eddy,15842,3708,6367,239,10439,41000,10302916,244,1532147,8,1046
G3500170,1930,New Mexico,Grant,19050,3519,2383,124,8863,25000,6402528,70,1327006,2,574
G3500190,1930,New Mexico,Guadalupe,7027,0,2562,2,6900,0,2158380,0,641088,0,596
G3500210,1930,New Mexico,Harding,4421,0,3025,0,4404,0,6268440,0,960981,0,628
G3500230,1930,New Mexico,Hidalgo,5023,0,1266,14,2875,0,2411475,0,753947,0,335
G3500250,1930,New Mexico,Lea,6144,0,2673,38,6062,0,9476896,0,2011573,0,610
G3500270,1930,New Mexico,Lincoln,7198,0,3063,15,4303,3250,4346248,600,1315803,2,567
G3500290,1930,New Mexico,Luna,6247,3377,1023,56,3738,15200,2857521,416,591336,3,232
G3500310,1930,New Mexico,McKinley,20643,5992,6734,200,6891,612007,1574925,92098,765325,921,75
G3500330,1930,New Mexico,Mora,10322,0,7290,3,10298,0,5088539,0,917409,0,1318
G3500350,1930,New Mexico,Otero,9779,3096,2254,93,5930,143745,2567579,4775,208533,139,398
G3500370,1930,New Mexico,Quay,10828,4143,5119,23,10642,2880,12549232,360,1646931,1,1175
G3500390,1930,New Mexico,Rio Arriba,21381,0,12765,10,19748,254714,6269973,39942,682363,206,2286
G3500410,1930,New Mexico,Roosevelt,11109,2519,7704,3,10990,0,13598650,0,1282244,0,1579
G3500430,1930,New Mexico,Sandoval,11144,0,6136,5,8075,732455,2462555,22708,215420,567,742
G3500450,1930,New Mexico,San Juan,14701,0,8719,2,6388,144285,3339197,19250,112151,710,712
G3500470,1930,New Mexico,San Miguel,23636,9097,7533,40,23335,1950,8935560,303,1908450,2,1668
G3500490,1930,New Mexico,Santa Fe,19567,11176,3152,85,18203,24410,2463610,351,441544,50,637
G3500510,1930,New Mexico,Sierra,5184,0,2138,4,2802,0,3015472,0,886399,0,449
G3500530,1930,New Mexico,Socorro,9611,0,3623,26,8360,8435,2565680,8176,909594,19,830
G3500550,1930,New Mexico,Taos,14394,0,6778,11,13597,79231,2897639,3501,143746,157,1266
G3500570,1930,New Mexico,Torrance,9269,0,4354,7,9172,0,4634553,0,1207071,0,1055
G3500590,1930,New Mexico,Union,11036,2518,6732,26,10796,4000,14136700,800,1945056,2,1452
G3500610,1930,New Mexico,Valencia,16186,0,7347,4,11927,278808,3053539,30186,595582,308,966
G3600010,1930,New York,Albany,211953,171052,9407,2718,209093,3000,16199890,90,202428,1,1926
G3600030,1930,New York,Allegany,38025,5674,14635,169,37848,9400,16772490,484,480231,4,3371
G3600050,1930,New York,Bronx,1265258,1265258,0,12930,1251747,0,380000,0,172,0,15
G3600070,1930,New York,Broome,147022,106460,13241,797,146170,7500,19710844,327,335708,2,3102
G3600090,1930,New York,Cattaraugus,72398,33454,17650,468,70955,137660,23812304,3241,541463,42,3957
G3600110,1930,New York,Cayuga,64751,36652,15729,541,64190,24300,21677068,524,372366,5,3860
G3600130,1930,New York,Chautauqua,126457,78976,25067,471,125917,7300,43470528,263,538372,5,6405
G3600150,1930,New York,Chemung,74680,52458,6993,894,73763,4000,9867562,212,179974,1,1564
G3600170,1930,New York,Chenango,34665,8378,13285,167,34495,22100,17525640,599,465067,5,3328
G3600190,1930,New York,Clinton,46687,16697,14113,406,46240,5000,19485956,153,428915,1,2851
G3600210,1930,New York,Columbia,41617,12337,9815,1074,40538,46000,22344982,582,275844,4,2140
G3600230,1930,New York,Cortland,31709,18238,8550,61,31647,0,12045678,0,260387,0,1968
G3600250,1930,New York,Delaware,41163,3496,17684,119,41040,28400,26458268,969,677364,5,3951
G3600270,1930,New York,Dutchess,105462,55557,11771,3169,102250,180580,38948492,2841,335060,20,2170
G3600290,1930,New York,Erie,762408,659405,27988,16312,743754,245750,56655408,2790,430922,38,5904
G3600310,1930,New York,Essex,33959,8671,7655,82,33864,0,11223496,0,264044,0,1757
G3600330,1930,New York,Franklin,45694,19887,13130,71,44534,563947,15310446,10510,346031,146,2779
G3600350,1930,New York,Fulton,46560,34084,5685,251,46291,0,6095945,0,121767,0,1167
G3600370,1930,New York,Genesee,44468,21849,12094,339,43709,79150,23392328,811,258380,10,2545
G3600390,1930,New York,Greene,25808,5082,7316,496,25308,6500,13123510,160,227152,2,1785
G3600410,1930,New York,Hamilton,3929,0,712,1,3923,14000,1961105,130,32217,1,159
